Latitude (decimal degrees):	6.524
Longitude (decimal degrees):	3.379
Elevation (m):	16
Radiation database:	PVGIS-SARAH3


Slope: 15 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190731:0006,0.0,0.0,0.0,24.34,3.72,0.0
20190731:0106,0.0,0.0,0.0,24.18,3.52,0.0
20190731:0206,0.0,0.0,0.0,24.22,3.66,0.0
20190731:0306,0.0,0.0,0.0,24.16,3.24,0.0
20190731:0406,0.0,0.0,0.0,24.16,2.9,0.0
20190731:0506,0.0,0.0,0.0,24.2,2.76,0.0
20190731:0606,11.97,28.36,5.35,24.2,2.55,0.0
20190731:0706,61.94,94.41,19.57,24.78,3.17,0.0
20190731:0806,310.38,404.12,33.8,25.46,3.86,0.0
20190731:0906,341.47,441.06,47.91,26.26,4.07,0.0
20190731:1006,401.65,519.31,61.62,26.65,4.14,0.0
20190731:1106,428.14,553.86,73.74,26.8,4.48,0.0
20190731:1206,313.69,407.89,77.73,26.95,4.83,0.0
20190731:1306,554.79,714.48,68.46,27.12,5.17,0.0
20190731:1406,90.7,131.17,55.31,27.26,5.17,0.0
20190731:1506,265.2,346.07,41.35,27.16,5.31,0.0
20190731:1606,202.92,273.08,27.16,26.7,5.45,0.0
20190731:1706,65.41,109.53,12.93,26.23,5.38,0.0
20190731:1806,0.0,0.0,0.0,25.63,5.1,0.0
20190731:1906,0.0,0.0,0.0,25.19,4.21,0.0
20190731:2006,0.0,0.0,0.0,25.06,4.07,0.0
20190731:2106,0.0,0.0,0.0,25.01,3.72,0.0
20190731:2206,0.0,0.0,0.0,24.97,3.59,0.0
20190731:2306,0.0,0.0,0.0,24.92,3.72,0.0
20190801:0006,0.0,0.0,0.0,24.83,3.93,0.0
20190801:0106,0.0,0.0,0.0,24.68,4.14,0.0
20190801:0206,0.0,0.0,0.0,24.55,3.93,0.0
20190801:0306,0.0,0.0,0.0,24.47,3.72,0.0
20190801:0406,0.0,0.0,0.0,24.47,3.66,0.0
20190801:0506,0.0,0.0,0.0,24.48,3.66,0.0
20190801:0606,11.94,28.13,5.34,24.36,3.52,0.0
20190801:0706,135.26,197.53,19.58,24.93,4.21,0.0
20190801:0806,247.02,322.54,33.83,25.4,4.69,0.0
20190801:0906,375.41,480.88,47.97,25.61,4.55,0.0
20190801:1006,227.23,298.56,61.72,26.18,4.76,0.0
20190801:1106,436.95,562.96,73.92,26.53,4.97,0.0
20190801:1206,279.68,364.35,77.96,26.68,5.1,0.0
20190801:1306,544.13,699.64,68.58,26.85,5.17,0.0
20190801:1406,496.65,633.37,55.36,25.8,4.83,0.0
20190801:1506,381.97,488.37,41.37,25.74,4.9,0.0
20190801:1606,216.6,290.05,27.16,25.55,5.52,0.0
20190801:1706,64.42,105.81,12.9,25.46,5.79,0.0
20190801:1806,0.0,0.0,0.0,25.17,5.59,0.0
20190801:1906,0.0,0.0,0.0,24.59,4.9,0.0
20190801:2006,0.0,0.0,0.0,24.48,4.76,0.0
20190801:2106,0.0,0.0,0.0,24.53,4.55,0.0
20190801:2206,0.0,0.0,0.0,24.53,4.28,0.0
20190801:2306,0.0,0.0,0.0,24.5,4.07,0.0
20190802:0006,0.0,0.0,0.0,24.36,3.86,0.0
20190802:0106,0.0,0.0,0.0,24.1,3.79,0.0
20190802:0206,0.0,0.0,0.0,24.08,3.86,0.0
20190802:0306,0.0,0.0,0.0,23.95,3.45,0.0
20190802:0406,0.0,0.0,0.0,23.83,3.31,0.0
20190802:0506,0.0,0.0,0.0,23.77,2.97,0.0
20190802:0606,10.06,24.98,5.34,23.69,2.76,0.0
20190802:0706,35.42,60.16,19.59,24.37,2.9,0.0
20190802:0806,215.95,284.63,33.87,25.01,3.17,0.0
20190802:0906,331.24,428.39,48.03,25.88,3.59,0.0
20190802:1006,280.66,366.32,61.82,26.67,4.21,0.0
20190802:1106,505.83,655.98,74.11,27.37,4.48,0.0
20190802:1206,443.75,573.33,78.2,26.56,4.55,0.0
20190802:1306,632.17,810.89,68.69,25.73,4.69,0.0
20190802:1406,529.42,673.1,55.41,25.64,5.03,0.0
20190802:1506,413.55,526.93,41.39,26.15,5.59,0.0
20190802:1606,230.8,310.35,27.15,26.03,5.38,0.0
20190802:1706,61.21,99.55,12.88,25.76,5.45,0.0
20190802:1806,0.0,0.0,0.0,25.27,5.52,0.0
20190802:1906,0.0,0.0,0.0,24.66,3.93,0.0
20190802:2006,0.0,0.0,0.0,24.6,4.28,0.0
20190802:2106,0.0,0.0,0.0,24.57,4.41,0.0
20190802:2206,0.0,0.0,0.0,24.52,4.28,0.0
20190802:2306,0.0,0.0,0.0,24.51,4.28,0.0
20190803:0006,0.0,0.0,0.0,24.47,4.21,0.0
20190803:0106,0.0,0.0,0.0,24.26,3.93,0.0
20190803:0206,0.0,0.0,0.0,23.9,4.0,0.0
20190803:0306,0.0,0.0,0.0,23.93,3.86,0.0
20190803:0406,0.0,0.0,0.0,23.79,3.79,0.0
20190803:0506,0.0,0.0,0.0,23.69,3.72,0.0
20190803:0606,11.67,27.6,5.33,23.63,3.52,0.0
20190803:0706,76.16,112.35,19.61,24.49,3.66,0.0
20190803:0806,157.16,211.64,33.9,24.96,3.66,0.0
20190803:0906,427.5,548.53,48.09,25.76,3.72,0.0
20190803:1006,507.18,654.19,61.93,26.39,4.0,0.0
20190803:1106,695.82,903.44,74.3,26.42,4.28,0.0
20190803:1206,433.1,559.78,78.44,26.31,4.28,0.0
20190803:1306,346.26,449.15,68.8,26.67,4.28,0.0
20190803:1406,155.06,210.07,55.46,26.31,4.21,0.0
20190803:1506,203.08,269.43,41.4,26.45,3.93,0.0
20190803:1606,151.98,206.88,27.14,25.92,4.41,0.0
20190803:1706,57.53,92.75,12.85,25.59,4.62,0.0
20190803:1806,0.0,0.0,0.0,25.07,4.41,0.0
20190803:1906,0.0,0.0,0.0,24.74,3.86,0.0
20190803:2006,0.0,0.0,0.0,24.59,3.72,0.0
20190803:2106,0.0,0.0,0.0,24.51,3.66,0.0
20190803:2206,0.0,0.0,0.0,24.35,3.59,0.0
20190803:2306,0.0,0.0,0.0,24.27,3.52,0.0
20190804:0006,0.0,0.0,0.0,24.11,3.52,0.0
20190804:0106,0.0,0.0,0.0,24.02,3.45,0.0
20190804:0206,0.0,0.0,0.0,23.86,3.59,0.0
20190804:0306,0.0,0.0,0.0,23.85,3.31,0.0
20190804:0406,0.0,0.0,0.0,23.62,3.1,0.0
20190804:0506,0.0,0.0,0.0,23.68,3.31,0.0
20190804:0606,12.03,28.34,5.33,23.65,3.17,0.0
20190804:0706,135.75,196.07,19.62,24.09,3.31,0.0
20190804:0806,273.35,355.52,33.94,24.75,3.66,0.0
20190804:0906,429.5,550.51,48.16,25.5,3.72,0.0
20190804:1006,276.35,360.73,62.04,26.32,3.93,0.0
20190804:1106,408.04,527.99,74.49,26.53,4.28,0.0
20190804:1206,593.65,768.56,78.68,26.83,4.69,0.0
20190804:1306,573.37,739.02,68.91,26.97,4.97,0.0
20190804:1406,556.99,711.94,55.51,26.89,5.1,0.0
20190804:1506,428.97,548.34,41.41,26.66,5.24,0.0
20190804:1606,243.36,328.56,27.13,26.54,5.38,0.0
20190804:1706,65.99,116.99,12.81,26.02,4.97,0.0
20190804:1806,0.0,0.0,0.0,25.5,4.62,0.0
20190804:1906,0.0,0.0,0.0,25.08,3.86,0.0
20190804:2006,0.0,0.0,0.0,24.86,3.59,0.0
20190804:2106,0.0,0.0,0.0,24.74,3.31,0.0
20190804:2206,0.0,0.0,0.0,24.7,3.17,0.0
20190804:2306,0.0,0.0,0.0,24.61,3.24,0.0
20190805:0006,0.0,0.0,0.0,24.59,3.24,0.0
20190805:0106,0.0,0.0,0.0,24.43,3.38,0.0
20190805:0206,0.0,0.0,0.0,24.33,3.24,0.0
20190805:0306,0.0,0.0,0.0,24.07,3.24,0.0
20190805:0406,0.0,0.0,0.0,23.97,3.24,0.0
20190805:0506,0.0,0.0,0.0,23.95,3.24,0.0
20190805:0606,11.77,28.18,5.32,23.95,3.24,0.0
20190805:0706,140.93,206.2,19.64,24.37,3.93,0.0
20190805:0806,343.91,444.4,33.98,25.14,4.69,0.0
20190805:0906,474.59,603.23,48.23,25.86,5.03,0.0
20190805:1006,462.53,593.1,62.14,26.29,5.03,0.0
20190805:1106,680.64,880.04,74.69,26.44,4.62,0.0
20190805:1206,572.94,738.22,78.93,26.18,4.83,0.0
20190805:1306,310.84,403.67,69.02,26.82,4.97,0.0
20190805:1406,260.15,338.85,55.55,25.85,4.55,0.0
20190805:1506,358.42,459.01,41.42,25.6,4.83,0.0
20190805:1606,59.69,91.72,27.12,25.84,4.9,0.0
20190805:1706,53.28,86.18,12.78,25.65,4.76,0.0
20190805:1806,0.0,0.0,0.0,25.24,4.62,0.0
20190805:1906,0.0,0.0,0.0,24.94,3.72,0.0
20190805:2006,0.0,0.0,0.0,24.81,4.07,0.0
20190805:2106,0.0,0.0,0.0,24.72,4.21,0.0
20190805:2206,0.0,0.0,0.0,24.75,4.14,0.0
20190805:2306,0.0,0.0,0.0,24.69,3.86,0.0
20190806:0006,0.0,0.0,0.0,24.59,3.79,0.0
20190806:0106,0.0,0.0,0.0,24.43,3.72,0.0
20190806:0206,0.0,0.0,0.0,24.25,3.72,0.0
20190806:0306,0.0,0.0,0.0,24.05,3.59,0.0
20190806:0406,0.0,0.0,0.0,24.04,3.45,0.0
20190806:0506,0.0,0.0,0.0,23.96,3.45,0.0
20190806:0606,11.6,28.47,5.32,23.86,3.17,0.0
20190806:0706,126.81,181.53,19.66,24.85,4.34,0.0
20190806:0806,328.21,425.72,34.02,25.56,4.28,0.0
20190806:0906,328.45,424.99,48.29,26.39,4.07,0.0
20190806:1006,158.57,215.0,62.25,26.85,4.0,0.0
20190806:1106,575.48,750.49,74.88,27.41,3.93,0.0
20190806:1206,683.22,893.05,79.18,27.58,4.21,0.0
20190806:1306,650.88,843.39,69.12,27.47,4.62,0.0
20190806:1406,553.81,710.45,55.59,27.39,4.9,0.0
20190806:1506,416.78,534.42,41.43,27.13,5.1,0.0
20190806:1606,239.07,323.08,27.1,26.92,5.17,0.0
20190806:1706,66.27,116.1,12.74,26.31,5.1,0.0
20190806:1806,0.0,0.0,0.0,25.62,4.76,0.0
20190806:1906,0.0,0.0,0.0,25.23,4.28,0.0
20190806:2006,0.0,0.0,0.0,24.98,3.86,0.0
20190806:2106,0.0,0.0,0.0,24.81,3.66,0.0
20190806:2206,0.0,0.0,0.0,24.73,3.66,0.0
20190806:2306,0.0,0.0,0.0,24.58,3.52,0.0
20190807:0006,0.0,0.0,0.0,24.43,3.45,0.0
20190807:0106,0.0,0.0,0.0,24.33,3.52,0.0
20190807:0206,0.0,0.0,0.0,24.21,3.45,0.0
20190807:0306,0.0,0.0,0.0,24.11,3.17,0.0
20190807:0406,0.0,0.0,0.0,24.08,2.97,0.0
20190807:0506,0.0,0.0,0.0,24.03,2.97,0.0
20190807:0606,11.81,28.37,5.33,24.03,2.97,0.0
20190807:0706,138.63,200.15,19.68,24.48,3.52,0.0
20190807:0806,329.27,427.34,34.06,25.46,3.93,0.0
20190807:0906,506.7,651.32,48.36,26.24,3.52,0.0
20190807:1006,470.61,611.79,62.37,26.85,3.31,0.0
20190807:1106,417.92,545.27,75.09,27.24,3.45,0.0
20190807:1206,173.78,234.73,79.43,27.54,3.66,0.0
20190807:1306,619.93,806.35,69.22,27.28,4.07,0.0
20190807:1406,567.76,727.5,55.62,26.7,4.62,0.0
20190807:1506,413.38,528.92,41.43,26.73,5.24,0.0
20190807:1606,247.48,333.8,27.08,26.66,5.45,0.0
20190807:1706,66.49,118.38,12.7,26.35,5.03,0.0
20190807:1806,0.0,0.0,0.0,25.9,4.76,0.0
20190807:1906,0.0,0.0,0.0,25.39,4.41,0.0
20190807:2006,0.0,0.0,0.0,25.22,4.41,0.0
20190807:2106,0.0,0.0,0.0,25.11,4.21,0.0
20190807:2206,0.0,0.0,0.0,25.06,4.21,0.0
20190807:2306,0.0,0.0,0.0,24.95,4.28,0.0
20190808:0006,0.0,0.0,0.0,24.78,4.07,0.0
20190808:0106,0.0,0.0,0.0,24.56,3.79,0.0
20190808:0206,0.0,0.0,0.0,24.38,3.59,0.0
20190808:0306,0.0,0.0,0.0,24.45,3.86,0.0
20190808:0406,0.0,0.0,0.0,24.46,3.86,0.0
20190808:0506,0.0,0.0,0.0,24.45,3.86,0.0
20190808:0606,6.84,19.67,5.33,24.42,3.86,0.0
20190808:0706,78.3,115.15,19.71,24.73,4.14,0.0
20190808:0806,116.32,161.61,34.11,25.11,4.0,0.0
20190808:0906,187.33,249.23,48.44,25.63,3.79,0.0
20190808:1006,272.84,355.98,62.48,26.23,4.07,0.0
20190808:1106,182.31,243.6,75.29,26.44,4.55,0.0
20190808:1206,233.63,305.67,79.68,25.62,4.9,0.0
20190808:1306,402.16,516.23,69.32,25.3,4.55,0.0
20190808:1406,310.76,399.72,55.66,25.12,4.97,0.0
20190808:1506,229.58,299.61,41.43,25.2,4.9,0.0
20190808:1606,160.62,216.84,27.05,25.29,5.03,0.0
20190808:1706,51.78,83.81,12.65,25.05,5.24,0.0
20190808:1806,0.0,0.0,0.0,24.79,5.45,0.0
20190808:1906,0.0,0.0,0.0,24.32,4.21,0.0
20190808:2006,0.0,0.0,0.0,24.37,4.0,0.0
20190808:2106,0.0,0.0,0.0,24.34,3.79,0.0
20190808:2206,0.0,0.0,0.0,24.19,3.72,0.0
20190808:2306,0.0,0.0,0.0,24.17,3.72,0.0
20190809:0006,0.0,0.0,0.0,24.17,4.07,0.0
20190809:0106,0.0,0.0,0.0,23.98,3.86,0.0
20190809:0206,0.0,0.0,0.0,23.74,3.72,0.0
20190809:0306,0.0,0.0,0.0,23.35,3.38,0.0
20190809:0406,0.0,0.0,0.0,23.34,3.24,0.0
20190809:0506,0.0,0.0,0.0,23.14,3.45,0.0
20190809:0606,11.33,27.67,5.34,23.14,3.24,0.0
20190809:0706,122.61,174.13,19.73,24.01,3.79,0.0
20190809:0806,229.24,299.91,34.15,24.49,3.52,0.0
20190809:0906,295.37,382.23,48.51,25.1,3.52,0.0
20190809:1006,75.38,111.45,62.6,25.62,3.59,0.0
20190809:1106,104.74,147.94,75.5,25.93,4.0,0.0
20190809:1206,292.68,378.11,79.94,24.99,4.69,0.0
20190809:1306,335.07,432.51,69.41,25.83,4.69,0.0
20190809:1406,121.73,168.65,55.69,25.98,4.97,0.0
20190809:1506,325.99,420.03,41.42,26.62,5.38,0.0
20190809:1606,206.98,277.07,27.02,26.13,5.86,0.0
20190809:1706,62.59,102.47,12.6,25.33,5.24,0.0
20190809:1806,0.0,0.0,0.0,25.17,4.55,0.0
20190809:1906,0.0,0.0,0.0,25.06,4.14,0.0
20190809:2006,0.0,0.0,0.0,24.92,4.14,0.0
20190809:2106,0.0,0.0,0.0,24.96,4.34,0.0
20190809:2206,0.0,0.0,0.0,24.85,4.28,0.0
20190809:2306,0.0,0.0,0.0,24.76,4.28,0.0
20190810:0006,0.0,0.0,0.0,24.6,4.21,0.0
20190810:0106,0.0,0.0,0.0,24.44,4.14,0.0
20190810:0206,0.0,0.0,0.0,24.27,3.86,0.0
20190810:0306,0.0,0.0,0.0,24.08,3.79,0.0
20190810:0406,0.0,0.0,0.0,23.87,3.59,0.0
20190810:0506,0.0,0.0,0.0,23.85,3.31,0.0
20190810:0606,7.01,19.72,5.34,23.9,3.24,0.0
20190810:0706,56.06,86.79,19.76,24.51,2.76,0.0
20190810:0806,193.06,256.54,34.2,25.06,2.69,0.0
20190810:0906,298.11,387.98,48.59,25.76,2.9,0.0
20190810:1006,605.8,785.03,62.71,26.21,3.45,0.0
20190810:1106,665.19,862.81,75.7,26.41,4.28,0.0
20190810:1206,606.92,784.26,80.19,25.57,4.21,0.0
20190810:1306,612.53,790.87,69.5,26.06,4.21,0.0
20190810:1406,537.57,689.83,55.71,26.63,4.41,0.0
20190810:1506,395.67,506.75,41.42,26.33,4.83,0.0
20190810:1606,250.08,336.77,26.99,26.12,4.69,0.0
20190810:1706,66.89,118.36,12.55,25.73,4.55,0.0
20190810:1806,0.0,0.0,0.0,25.34,4.14,0.0
20190810:1906,0.0,0.0,0.0,25.09,3.79,0.0
20190810:2006,0.0,0.0,0.0,24.82,3.66,0.0
20190810:2106,0.0,0.0,0.0,24.8,3.59,0.0
20190810:2206,0.0,0.0,0.0,24.69,3.66,0.0
20190810:2306,0.0,0.0,0.0,24.53,3.72,0.0
20190811:0006,0.0,0.0,0.0,24.31,3.52,0.0
20190811:0106,0.0,0.0,0.0,24.33,3.66,0.0
20190811:0206,0.0,0.0,0.0,24.05,3.59,0.0
20190811:0306,0.0,0.0,0.0,23.94,3.45,0.0
20190811:0406,0.0,0.0,0.0,23.88,3.59,0.0
20190811:0506,0.0,0.0,0.0,23.85,3.45,0.0
20190811:0606,11.94,28.81,5.35,23.9,3.45,0.0
20190811:0706,150.65,219.89,19.79,24.48,4.07,0.0
20190811:0806,300.32,388.76,34.25,25.13,4.28,0.0
20190811:0906,472.37,602.8,48.66,25.92,4.48,0.0
20190811:1006,603.31,775.06,62.83,26.28,4.55,0.0
20190811:1106,664.11,860.21,75.91,26.98,4.83,0.0
20190811:1206,718.66,932.74,80.45,27.16,5.1,0.0
20190811:1306,659.01,849.78,69.58,27.36,5.31,0.0
20190811:1406,513.65,654.95,55.73,26.54,5.59,0.0
20190811:1506,430.54,548.12,41.4,26.72,6.14,0.0
20190811:1606,249.34,335.36,26.96,26.58,5.79,0.0
20190811:1706,67.05,118.76,12.5,26.16,5.45,0.0
20190811:1806,0.0,0.0,0.0,25.55,4.83,0.0
20190811:1906,0.0,0.0,0.0,25.15,4.28,0.0
20190811:2006,0.0,0.0,0.0,24.99,4.07,0.0
20190811:2106,0.0,0.0,0.0,24.81,4.07,0.0
20190811:2206,0.0,0.0,0.0,24.71,4.21,0.0
20190811:2306,0.0,0.0,0.0,24.62,4.07,0.0
20190812:0006,0.0,0.0,0.0,24.55,4.07,0.0
20190812:0106,0.0,0.0,0.0,24.45,4.21,0.0
20190812:0206,0.0,0.0,0.0,24.4,4.21,0.0
20190812:0306,0.0,0.0,0.0,24.35,4.14,0.0
20190812:0406,0.0,0.0,0.0,24.3,4.21,0.0
20190812:0506,0.0,0.0,0.0,24.25,4.28,0.0
20190812:0606,11.35,28.02,5.37,24.32,4.34,0.0
20190812:0706,131.2,186.75,19.82,24.81,4.48,0.0
20190812:0806,302.61,390.9,34.31,25.57,5.38,0.0
20190812:0906,327.14,421.25,48.74,26.26,5.24,0.0
20190812:1006,649.41,833.1,62.95,26.67,5.17,0.0
20190812:1106,636.98,823.97,76.12,27.04,4.97,0.0
20190812:1206,416.05,538.26,80.7,27.46,5.31,0.0
20190812:1306,387.82,502.0,69.66,27.76,5.52,0.0
20190812:1406,533.28,681.98,55.75,27.33,5.59,0.0
20190812:1506,383.38,491.18,41.39,26.78,5.52,0.0
20190812:1606,228.44,306.09,26.92,26.4,5.72,0.0
20190812:1706,65.88,114.88,12.44,26.08,5.17,0.0
20190812:1806,0.0,0.0,0.0,25.56,4.62,0.0
20190812:1906,0.0,0.0,0.0,25.04,3.86,0.0
20190812:2006,0.0,0.0,0.0,24.86,3.79,0.0
20190812:2106,0.0,0.0,0.0,24.79,3.79,0.0
20190812:2206,0.0,0.0,0.0,24.76,3.86,0.0
20190812:2306,0.0,0.0,0.0,24.63,4.0,0.0
20190813:0006,0.0,0.0,0.0,24.55,4.07,0.0
20190813:0106,0.0,0.0,0.0,24.45,4.34,0.0
20190813:0206,0.0,0.0,0.0,24.36,4.48,0.0
20190813:0306,0.0,0.0,0.0,24.44,4.55,0.0
20190813:0406,0.0,0.0,0.0,24.3,4.28,0.0
20190813:0506,0.0,0.0,0.0,24.26,3.93,0.0
20190813:0606,5.25,16.77,5.38,24.19,3.86,0.0
20190813:0706,111.8,159.08,19.86,24.89,4.07,0.0
20190813:0806,132.9,182.21,34.36,25.57,4.21,0.0
20190813:0906,351.53,452.99,48.82,26.04,4.14,0.0
20190813:1006,64.92,98.62,63.07,26.45,4.28,0.0
20190813:1106,155.69,211.06,76.34,26.76,4.76,0.0
20190813:1206,124.09,171.61,80.96,26.06,4.97,0.0
20190813:1306,228.32,300.74,69.74,26.72,4.76,0.0
20190813:1406,82.92,121.31,55.76,26.89,5.03,0.0
20190813:1506,112.65,157.8,41.37,26.43,5.1,0.0
20190813:1606,124.86,173.11,26.88,26.37,4.97,0.0
20190813:1706,64.28,108.23,12.38,25.99,4.69,0.0
20190813:1806,0.0,0.0,0.0,25.51,4.76,0.0
20190813:1906,0.0,0.0,0.0,25.26,4.0,0.0
20190813:2006,0.0,0.0,0.0,25.14,3.79,0.0
20190813:2106,0.0,0.0,0.0,24.99,3.66,0.0
20190813:2206,0.0,0.0,0.0,24.9,3.59,0.0
20190813:2306,0.0,0.0,0.0,24.81,3.38,0.0
20190814:0006,0.0,0.0,0.0,24.58,3.45,0.0
20190814:0106,0.0,0.0,0.0,24.5,3.66,0.0
20190814:0206,0.0,0.0,0.0,24.34,3.66,0.0
20190814:0306,0.0,0.0,0.0,24.32,3.38,0.0
20190814:0406,0.0,0.0,0.0,24.28,3.24,0.0
20190814:0506,0.0,0.0,0.0,24.28,3.17,0.0
20190814:0606,10.98,26.57,5.4,24.27,3.17,0.0
20190814:0706,159.85,233.68,19.89,24.93,3.45,0.0
20190814:0806,361.61,467.72,34.42,25.67,4.14,0.0
20190814:0906,416.68,534.73,48.9,26.28,4.34,0.0
20190814:1006,606.34,781.62,63.19,26.71,4.48,0.0
20190814:1106,635.96,825.84,76.55,27.13,4.62,0.0
20190814:1206,686.44,893.0,81.21,27.33,4.83,0.0
20190814:1306,544.99,703.93,69.81,27.4,5.1,0.0
20190814:1406,374.44,483.33,55.77,27.36,5.31,0.0
20190814:1506,414.19,530.22,41.35,27.11,5.52,0.0
20190814:1606,250.96,337.74,26.83,26.83,5.66,0.0
20190814:1706,66.3,116.84,12.31,26.21,5.38,0.0
20190814:1806,0.0,0.0,0.0,25.64,4.55,0.0
20190814:1906,0.0,0.0,0.0,25.12,3.72,0.0
20190814:2006,0.0,0.0,0.0,24.93,3.59,0.0
20190814:2106,0.0,0.0,0.0,24.84,3.31,0.0
20190814:2206,0.0,0.0,0.0,24.79,2.83,0.0
20190814:2306,0.0,0.0,0.0,24.73,2.41,0.0
20190815:0006,0.0,0.0,0.0,24.62,2.48,0.0
20190815:0106,0.0,0.0,0.0,24.56,2.69,0.0
20190815:0206,0.0,0.0,0.0,24.39,2.83,0.0
20190815:0306,0.0,0.0,0.0,24.24,2.76,0.0
20190815:0406,0.0,0.0,0.0,24.18,2.41,0.0
20190815:0506,0.0,0.0,0.0,24.06,2.34,0.0
20190815:0606,12.25,30.09,5.41,24.08,2.28,0.0
20190815:0706,153.79,222.98,19.93,24.69,3.31,0.0
20190815:0806,257.67,336.3,34.47,25.48,3.72,0.0
20190815:0906,108.72,152.87,48.98,25.94,3.93,0.0
20190815:1006,543.92,703.04,63.31,26.54,4.0,0.0
20190815:1106,562.32,730.81,76.76,26.89,4.14,0.0
20190815:1206,632.85,825.5,81.47,27.34,4.34,0.0
20190815:1306,645.88,839.0,69.87,27.53,4.55,0.0
20190815:1406,579.64,745.5,55.77,27.58,4.83,0.0
20190815:1506,440.68,562.3,41.32,26.69,5.45,0.0
20190815:1606,218.27,292.48,26.78,26.55,5.45,0.0
20190815:1706,66.08,115.63,12.25,26.16,5.38,0.0
20190815:1806,0.0,0.0,0.0,25.65,4.83,0.0
20190815:1906,0.0,0.0,0.0,25.17,3.59,0.0
20190815:2006,0.0,0.0,0.0,24.95,3.66,0.0
20190815:2106,0.0,0.0,0.0,24.96,3.72,0.0
20190815:2206,0.0,0.0,0.0,24.9,3.66,0.0
20190815:2306,0.0,0.0,0.0,24.81,3.52,0.0
20190816:0006,0.0,0.0,0.0,24.83,3.31,0.0
20190816:0106,0.0,0.0,0.0,24.77,3.24,0.0
20190816:0206,0.0,0.0,0.0,24.62,3.17,0.0
20190816:0306,0.0,0.0,0.0,24.56,3.17,0.0
20190816:0406,0.0,0.0,0.0,24.42,3.38,0.0
20190816:0506,0.0,0.0,0.0,24.36,3.52,0.0
20190816:0606,12.24,31.01,5.43,24.36,3.59,0.0
20190816:0706,147.02,210.72,19.97,25.02,4.28,0.0
20190816:0806,336.38,434.44,34.53,25.89,4.76,0.0
20190816:0906,349.76,450.53,49.07,26.62,4.97,0.0
20190816:1006,401.74,518.89,63.43,27.13,4.9,0.0
20190816:1106,429.0,556.47,76.98,27.77,4.97,0.0
20190816:1206,559.87,724.64,81.72,27.46,5.24,0.0
20190816:1306,346.8,447.45,69.93,26.49,5.45,0.0
20190816:1406,304.23,392.96,55.77,26.56,6.14,0.0
20190816:1506,201.85,267.02,41.29,26.81,6.21,0.0
20190816:1606,210.04,281.32,26.73,26.56,5.86,0.0
20190816:1706,62.6,104.57,12.18,26.23,5.59,0.0
20190816:1806,0.0,0.0,0.0,25.65,5.1,0.0
20190816:1906,0.0,0.0,0.0,25.23,4.14,0.0
20190816:2006,0.0,0.0,0.0,25.07,4.0,0.0
20190816:2106,0.0,0.0,0.0,25.01,3.72,0.0
20190816:2206,0.0,0.0,0.0,24.91,3.52,0.0
20190816:2306,0.0,0.0,0.0,24.85,3.52,0.0
20190817:0006,0.0,0.0,0.0,24.75,3.52,0.0
20190817:0106,0.0,0.0,0.0,24.57,3.52,0.0
20190817:0206,0.0,0.0,0.0,24.52,3.45,0.0
20190817:0306,0.0,0.0,0.0,24.37,3.45,0.0
20190817:0406,0.0,0.0,0.0,24.32,3.45,0.0
20190817:0506,0.0,0.0,0.0,24.27,3.38,0.0
20190817:0606,12.54,31.28,5.46,24.25,3.24,0.0
20190817:0706,148.81,213.1,20.01,24.88,3.38,0.0
20190817:0806,314.84,408.47,34.59,25.83,3.86,0.0
20190817:0906,326.74,424.46,49.15,26.63,3.52,0.0
20190817:1006,557.13,725.45,63.56,27.31,3.59,0.0
20190817:1106,531.29,694.36,77.19,27.84,3.93,0.0
20190817:1206,612.6,799.33,81.97,26.93,4.0,0.0
20190817:1306,464.51,600.96,69.98,26.56,4.14,0.0
20190817:1406,520.45,669.51,55.77,27.28,4.69,0.0
20190817:1506,428.1,548.7,41.26,27.17,5.03,0.0
20190817:1606,247.48,332.45,26.68,26.26,4.97,0.0
20190817:1706,65.24,115.5,12.1,26.08,5.1,0.0
20190817:1806,0.0,0.0,0.0,25.55,4.28,0.0
20190817:1906,0.0,0.0,0.0,25.3,3.72,0.0
20190817:2006,0.0,0.0,0.0,25.09,3.38,0.0
20190817:2106,0.0,0.0,0.0,24.96,3.31,0.0
20190817:2206,0.0,0.0,0.0,24.83,3.24,0.0
20190817:2306,0.0,0.0,0.0,24.72,3.24,0.0
20190818:0006,0.0,0.0,0.0,24.61,3.31,0.0
20190818:0106,0.0,0.0,0.0,24.43,3.31,0.0
20190818:0206,0.0,0.0,0.0,24.29,3.24,0.0
20190818:0306,0.0,0.0,0.0,24.09,3.03,0.0
20190818:0406,0.0,0.0,0.0,24.03,2.76,0.0
20190818:0506,0.0,0.0,0.0,24.0,2.97,0.0
20190818:0606,12.41,29.68,5.48,24.02,2.97,0.0
20190818:0706,157.22,227.02,20.05,24.87,3.24,0.0
20190818:0806,275.47,358.68,34.65,25.65,3.72,0.0
20190818:0906,497.43,639.4,49.24,26.6,3.79,0.0
20190818:1006,584.44,759.15,63.68,27.31,3.93,0.0
20190818:1106,701.85,921.13,77.4,27.79,4.14,0.0
20190818:1206,694.63,906.42,82.21,27.95,4.9,0.0
20190818:1306,664.76,857.82,70.03,27.32,5.31,0.0
